suite,condition_id,retriever,max_steps,process_feedback,quality_reweight,judge_mode,qa_count,success,judge_score,retrieval_precision,hallucination_rate,lexical_f1,exact_match,reference_episode_recall,trajectory_length,elapsed_seconds,cost_usd
main,main__embedding__steps2__judge1__quality0__modeprocess,embedding,2,True,False,process,87,0.7126436781609196,3.9655172413793105,0.6252249589490969,0.028735632183908046,0.39740582136814245,0.0,0.5909961685823755,1.9195402298850575,102.355611242097,0.008183955977011494
main,main__embedding__steps2__judge1__quality1__modeprocess,embedding,2,True,True,process,87,0.8160919540229885,4.35632183908046,0.6528381864623244,0.004022988505747126,0.40336414622409833,0.0,0.6273946360153257,1.9770114942528736,83.61637740847708,0.009217528850574714
main,main__embedding__steps3__judge0__quality0__modenone,embedding,3,False,False,none,87,0.8160919540229885,4.448275862068965,0.6186444444444444,0.008045977011494253,0.430779265841648,0.0,0.6992337164750958,2.7471264367816093,60.373843445175,0.005938853563218391
main,main__embedding__steps3__judge0__quality1__modenone,embedding,3,False,True,none,87,0.7471264367816092,3.9885057471264367,0.5707777777777777,0.09482758620689655,0.4133802550398433,0.0,0.6772030651340996,2.7241379310344827,77.10691506013103,0.006832921609195402
main,main__embedding__steps3__judge1__quality0__modeprocess,embedding,3,True,False,process,87,0.8160919540229885,4.448275862068965,0.6628032967032967,0.008355172413793103,0.427695451918137,0.0,0.6839080459770115,2.896551724137931,163.23599503780233,0.012152505632183907
main,main__embedding__steps3__judge1__quality1__modeprocess,embedding,3,True,True,process,87,0.8735632183908046,4.494252873563219,0.6653152908394288,0.0022988505747126436,0.4228556567720392,0.0,0.7183908045977011,2.8850574712643677,130.92744857415386,0.012585396666666667
main,main__embedding__steps4__judge0__quality0__modenone,embedding,4,False,False,none,87,0.8160919540229885,4.425287356321839,0.64182897141173,0.014137931034482758,0.4288949810663943,0.0,0.728927203065134,3.206896551724138,66.39760427091313,0.007861166091954024
main,main__embedding__steps4__judge0__quality1__modenone,embedding,4,False,True,none,87,0.8735632183908046,4.620689655172414,0.6540019157088123,0.007471264367816092,0.4384251163235298,0.0,0.7318007662835249,3.32183908045977,178.9962925116221,0.009225738850574712
main,main__embedding__steps4__judge1__quality0__modeprocess,embedding,4,True,False,process,87,0.8620689655172413,4.597701149425287,0.7041421455938698,0.005747126436781609,0.42760059994969013,0.0,0.7413793103448276,3.6666666666666665,268.2400286499111,0.015120708390804597
main,main__embedding__steps4__judge1__quality1__modeprocess,embedding,4,True,True,process,87,0.8275862068965517,4.505747126436781,0.6530444989238093,0.006896551724137931,0.423230885598494,0.0,0.7490421455938698,3.6436781609195403,193.38616792086898,0.015009701149425287
main,main__grep__steps2__judge0__quality0__modenone,grep,2,False,False,none,87,0.5977011494252874,3.574712643678161,0.3674972748834818,0.1289655172413793,0.37049820018149565,0.0,0.47413793103448276,1.9310344827586208,63.07724613978945,0.01834195172413793
main,main__grep__steps2__judge0__quality1__modenone,grep,2,False,True,none,87,0.5977011494252874,3.5632183908045976,0.34485878489326766,0.0960919540229885,0.35563755973331135,0.0,0.45785440613026823,1.896551724137931,66.2976852860944,0.015216866666666669
main,main__grep__steps2__judge1__quality0__modeprocess,grep,2,True,False,process,87,0.6781609195402298,3.8275862068965516,0.4285790914066776,0.0467816091954023,0.3547334535851587,0.0,0.5057471264367817,1.9425287356321839,92.49526588670139,0.027812329885057472
main,main__grep__steps2__judge1__quality1__modeprocess,grep,2,True,True,process,87,0.7011494252873564,4.011494252873563,0.41515188834154354,0.04655172413793103,0.3744122926974408,0.0,0.5153256704980843,1.9540229885057472,136.138031436109,0.028297050574712646
main,main__grep__steps3__judge0__quality0__modenone,grep,3,False,False,none,87,0.6896551724137931,3.9195402298850577,0.38477151979565777,0.06701149425287356,0.37689325165528037,0.0,0.5613026819923372,2.735632183908046,82.82752224768716,0.024653318390804594
main,main__grep__steps3__judge0__quality1__modenone,grep,3,False,True,none,87,0.6436781609195402,3.8045977011494254,0.37332968857451615,0.11804597701149425,0.37605409783295307,0.0,0.553639846743295,2.7701149425287355,77.35312720824932,0.02503515632183908
main,main__grep__steps3__judge1__quality0__modeprocess,grep,3,True,False,process,87,0.8045977011494253,4.379310344827586,0.4126674329501916,0.012988505747126438,0.4003797710758693,0.0,0.5986590038314177,2.9310344827586206,86.95758242990779,0.04704484827586207
main,main__grep__steps3__judge1__quality1__modeprocess,grep,3,True,True,process,87,0.7586206896551724,4.241379310344827,0.42001315453384414,0.014597701149425288,0.39372769478859293,0.0,0.5852490421455938,2.942528735632184,147.71448599607095,0.04202288275862069
main,main__grep__steps4__judge0__quality0__modenone,grep,4,False,False,none,87,0.7931034482758621,4.241379310344827,0.43915245516733714,0.00793103448275862,0.4061473275114196,0.0,0.6973180076628352,3.6091954022988504,50.26527390808895,0.03165146551724138
main,main__grep__steps4__judge0__quality1__modenone,grep,4,False,True,none,87,0.7931034482758621,4.287356321839081,0.42696929488472135,0.017586206896551725,0.40623151796901485,0.0,0.6561302681992337,3.5517241379310347,47.67309132389639,0.03761957011494253
main,main__grep__steps4__judge1__quality0__modeprocess,grep,4,True,False,process,87,0.735632183908046,4.160919540229885,0.39454536849222444,0.022413793103448276,0.39960832777329186,0.0,0.6743295019157088,3.8045977011494254,140.0812645259945,0.06649728160919541
main,main__grep__steps4__judge1__quality1__modeprocess,grep,4,True,True,process,87,0.735632183908046,4.080459770114943,0.4344005655902207,0.009540229885057473,0.40007510839043764,0.0,0.6599616858237548,3.8045977011494254,129.70912238373154,0.06125822413793104
