suite,condition_id,retriever,max_steps,process_feedback,quality_reweight,judge_mode,qa_count,success,judge_score,retrieval_precision,hallucination_rate,lexical_f1,exact_match,reference_episode_recall,trajectory_length,elapsed_seconds,cost_usd
main,main__bm25__steps4__judge1__quality0__modeprocess,bm25,4,True,False,process,3,0.6666666666666666,4.0,0.5690000000000001,0.25,0.29289273771884333,0.0,0.7777777777777778,4.0,29.552136023839314,0.0013985999999999998
main,main__bm25__steps4__judge1__quality1__modeprocess,bm25,4,True,True,process,3,0.6666666666666666,3.3333333333333335,0.5566666666666666,0.39999999999999997,0.304210193099082,0.0,0.611111111111111,4.0,22.409996509552002,0.0012218333333333332
main,main__embedding__steps2__judge0__quality0__modenone,embedding,2,False,False,none,3,0.6666666666666666,3.6666666666666665,0.13333333333333333,0.3333333333333333,0.3255868906354343,0.0,0.5555555555555555,2.0,8.008899052937826,0.00045251
main,main__embedding__steps2__judge0__quality1__modenone,embedding,2,False,True,none,3,0.6666666666666666,4.0,0.29333333333333333,0.24333333333333332,0.3403849171905977,0.0,0.5555555555555555,2.0,8.67718275388082,0.00042807
main,main__embedding__steps2__judge1__quality0__modeprocess,embedding,2,True,False,process,3,1.0,5.0,0.5333333333333333,0.0,0.31125356125356124,0.0,0.4444444444444444,2.0,16.47658618291219,0.0006170300000000001
main,main__embedding__steps2__judge1__quality1__modeprocess,embedding,2,True,True,process,3,0.6666666666666666,3.6666666666666665,0.3333333333333333,0.26333333333333336,0.2933378479596967,0.0,0.5555555555555555,2.0,20.907429297765095,0.0006954466666666666
main,main__embedding__steps3__judge0__quality0__modenone,embedding,3,False,False,none,3,0.6666666666666666,4.0,0.2333333333333333,0.2333333333333333,0.3257743149607897,0.0,0.5555555555555555,2.6666666666666665,9.522934118906656,0.0006537166666666667
main,main__embedding__steps3__judge0__quality1__modenone,embedding,3,False,True,none,3,0.6666666666666666,4.0,0.6,0.16666666666666666,0.3371504087528428,0.0,0.5555555555555555,2.6666666666666665,9.27990690867106,0.0005540699999999999
main,main__embedding__steps3__judge1__quality0__modeprocess,embedding,3,True,False,process,3,0.3333333333333333,3.0,0.35523333333333335,0.21666666666666667,0.3306201702428117,0.0,0.5555555555555555,3.0,26.732518275578816,0.0009520133333333333
main,main__embedding__steps3__judge1__quality1__modeprocess,embedding,3,True,True,process,3,0.6666666666666666,4.0,0.33,0.21666666666666667,0.31765799353561935,0.0,0.5555555555555555,3.0,25.158775329589844,0.00102494
main,main__embedding__steps4__judge0__quality0__modenone,embedding,4,False,False,none,3,0.6666666666666666,4.0,0.2333333333333333,0.21666666666666667,0.3326830425578509,0.0,0.5555555555555555,3.3333333333333335,12.836170593897501,0.0008682299999999999
main,main__embedding__steps4__judge0__quality1__modenone,embedding,4,False,True,none,3,0.3333333333333333,3.3333333333333335,0.44999999999999996,0.48333333333333334,0.3360332148210936,0.0,0.7222222222222222,3.3333333333333335,13.815250635147095,0.0008733333333333333
main,main__embedding__steps4__judge1__quality0__modeprocess,embedding,4,True,False,process,3,0.3333333333333333,2.6666666666666665,0.48222222222222216,0.35000000000000003,0.3552506587883,0.0,0.7222222222222222,3.6666666666666665,28.810491402943928,0.00138499
main,main__embedding__steps4__judge1__quality1__modeprocess,embedding,4,True,True,process,3,1.0,3.6666666666666665,0.4066666666666667,0.32666666666666666,0.41641868872664106,0.0,0.7222222222222222,3.6666666666666665,25.42525601387024,0.00119404
main,main__grep__steps2__judge0__quality0__modenone,grep,2,False,False,none,3,1.0,4.666666666666667,0.03333333333333333,0.16666666666666666,0.2953473508270367,0.0,0.611111111111111,2.0,7.799019416173299,0.0021606666666666666
main,main__grep__steps2__judge0__quality1__modenone,grep,2,False,True,none,3,0.6666666666666666,4.0,0.1285666666666667,0.13333333333333333,0.3007162315972063,0.0,0.611111111111111,2.0,7.807139952977498,0.0021512333333333334
main,main__grep__steps2__judge1__quality0__modeprocess,grep,2,True,False,process,3,1.0,4.333333333333333,0.1989,0.19333333333333336,0.2832339773516244,0.0,0.611111111111111,2.0,17.26162513097127,0.0023136000000000003
main,main__grep__steps2__judge1__quality1__modeprocess,grep,2,True,True,process,3,0.3333333333333333,3.0,0.26333333333333336,0.33666666666666667,0.29169302129453933,0.0,0.611111111111111,2.0,19.056764523188274,0.002269433333333333
main,main__grep__steps3__judge0__quality0__modenone,grep,3,False,False,none,3,0.0,3.0,0.31433333333333335,0.27666666666666667,0.30018764671742765,0.0,0.611111111111111,3.0,13.365910291671753,0.0032476666666666665
main,main__grep__steps3__judge0__quality1__modenone,grep,3,False,True,none,3,0.6666666666666666,4.0,0.2388888888888889,0.16666666666666666,0.2992100065832785,0.0,0.611111111111111,3.0,18.46059449513753,0.0020027
main,main__grep__steps3__judge1__quality0__modeprocess,grep,3,True,False,process,3,0.3333333333333333,3.3333333333333335,0.146,0.26666666666666666,0.2809082916289587,0.0,0.7777777777777778,3.0,32.59044130643209,0.0036660666666666667
main,main__grep__steps3__judge1__quality1__modeprocess,grep,3,True,True,process,3,0.6666666666666666,4.0,0.10833333333333334,0.2833333333333334,0.2977988895670609,0.0,0.4444444444444444,3.0,18.281137863794964,0.003385366666666667
main,main__grep__steps4__judge0__quality0__modenone,grep,4,False,False,none,3,0.6666666666666666,4.0,0.19523333333333334,0.11,0.2843491080642783,0.0,0.4444444444444444,4.0,13.662202517191568,0.0026224333333333336
main,main__grep__steps4__judge0__quality1__modenone,grep,4,False,True,none,3,0.3333333333333333,3.6666666666666665,0.041666666666666664,0.16666666666666666,0.28404698749526336,0.0,0.4444444444444444,4.0,13.090027252833048,0.0022427333333333334
main,main__grep__steps4__judge1__quality0__modeprocess,grep,4,True,False,process,3,0.6666666666666666,3.6666666666666665,0.14100000000000001,0.16666666666666666,0.29973226354028876,0.0,0.611111111111111,4.0,223.64847962061563,0.0045995
main,main__grep__steps4__judge1__quality1__modeprocess,grep,4,True,True,process,3,0.3333333333333333,2.6666666666666665,0.14333333333333334,0.4166666666666667,0.2771943861052772,0.0,0.4444444444444444,4.0,32.00075467427572,0.0047468
