suite,condition_id,retriever,max_steps,process_feedback,quality_reweight,judge_mode,qa_count,success,judge_score,retrieval_precision,hallucination_rate,lexical_f1,exact_match,reference_episode_recall,trajectory_length,elapsed_seconds,cost_usd
main,main__grep__steps2__judge0__quality0__modenone,grep,2,False,False,none,20,0.45,3.2,0.31775000000000003,0.27840000000000004,0.3428395678507346,0.0,0.7125,2.0,7.107375621795654,0.00119242
main,main__grep__steps2__judge0__quality1__modenone,grep,2,False,True,none,20,0.5,3.25,0.31125,0.289535,0.3304239820736659,0.0,0.6833333333333333,2.0,7.8157336711883545,0.00114028
main,main__grep__steps2__judge1__quality0__modeprocess,grep,2,True,False,process,20,0.65,3.7,0.3574238888888889,0.229,0.3245967715063937,0.0,0.6,2.0,17.6759343624115,0.00136637
main,main__grep__steps2__judge1__quality1__modeprocess,grep,2,True,True,process,20,0.45,3.0,0.3634,0.326,0.3360564068187629,0.0,0.65,2.0,17.731719517707823,0.0015741149999999998
main,main__grep__steps3__judge0__quality0__modenone,grep,3,False,False,none,20,0.45,3.05,0.3172833333333333,0.35629285714285713,0.34406332335798095,0.0,0.825,3.0,11.064592051506043,0.00150954
main,main__grep__steps3__judge0__quality1__modenone,grep,3,False,True,none,20,0.4,3.1,0.2867,0.33965,0.34709053015289953,0.0,0.8125,2.95,10.590461146831512,0.001302785
main,main__grep__steps3__judge1__quality0__modeprocess,grep,3,True,False,process,20,0.55,3.35,0.22331833333333334,0.256,0.3357432507801664,0.0,0.6708333333333333,3.0,19.316218757629393,0.00210296
main,main__grep__steps3__judge1__quality1__modeprocess,grep,3,True,True,process,20,0.35,3.0,0.2996593406593407,0.256,0.350089159230293,0.0,0.7125,3.0,25.28351237773895,0.002343645
main,main__grep__steps4__judge0__quality0__modenone,grep,4,False,False,none,20,0.7,3.3,0.317665,0.2985,0.36208229796518177,0.0,0.8291666666666666,3.8,11.129241812229157,0.00179906
main,main__grep__steps4__judge0__quality1__modenone,grep,4,False,True,none,20,0.35,2.75,0.33336,0.3348,0.35505432524335134,0.0,0.8166666666666667,3.8,12.349440324306489,0.002117165
main,main__grep__steps4__judge1__quality0__modeprocess,grep,4,True,False,process,20,0.45,3.3,0.3018192307692308,0.2625,0.3465627304678349,0.0,0.8,4.0,27.370452642440796,0.00306997
main,main__grep__steps4__judge1__quality1__modeprocess,grep,4,True,True,process,20,0.35,2.8,0.2562,0.348135,0.33704113428278637,0.0,0.6791666666666667,3.95,28.379194295406343,0.002870495
